title,body,tags,score
"How to connect backend (python, flask) with frontend (html, css, javascript)","<p>Info: for backend I'm using python with flask (for the moment it accepts http get methods) and for frontend I'm using html, css and javascript.</p>

<p>Problem: I'm trying to make a http request (first time I tried POST and then GET) but the browser did not allow me to do that: ""Access to XMLHttpRequest at 'localhost:5000/test' from origin 'null' has been blocked by CORS policy: Cross origin requests are only supported for protocol schemes: http, data, chrome, chrome-extension, https."".</p>

<p>What another choices do I have? (I would like some simple choices, it is just a homework).</p>

<p>I've tried to make http POST and GET request.
I've read that I cannot make http request from browser.
I've read that I need (for example) an apache server. - too complicated, I need something more simple.
I've tried: <a href=""https://flask-cors.readthedocs.io/en/latest/"" rel=""noreferrer"">https://flask-cors.readthedocs.io/en/latest/</a></p>

<pre><code>document.getElementById(""btn"").addEventListener('click', add);
function add()
{
    const url = ""localhost:5000/test"";
    const http = new XMLHttpRequest();
    http.open(""GET"", url);
    http.send();
    http.onreadystatechange=(e)=&gt; {
        console.log(http.responseText)
    }
}
</code></pre>

<pre><code>from flask import Flask
from flask_cors import CORS
from flask import request
from flask import jsonify
import json
import mysql.connector
import random
import string
import time

time.sleep(3)
app = Flask(__name__)

@app.route(""/test"")
def test():
    return ""It's working""


if __name__ == ""__main__"":
    app.run(host='0.0.0.0', port=5000)
</code></pre>

<p>I expect that in the browser console to be printed message: ""It's working"", but I get the error:
Access to XMLHttpRequest at 'localhost:5000/test' from origin 'null' has been blocked by CORS policy: Cross origin requests are only supported for protocol schemes: http, data, chrome, chrome-extension, https.</p>

<p>LE: Flask server is inside a docker container. Ports are mapped ""5000:5000'.</p>
",<javascript><python><post><flask><get>,6
'str' object has no attribute 'META',"<p>I am getting the error:</p>
<blockquote>
<p>'str' object has no attribute 'META'</p>
</blockquote>
<p>The Traceback highlights this bit of code:</p>
<pre><code>return render('login.html', c)
</code></pre>
<p>Where that bit of code is in my views.py:</p>
<pre><code>from django.shortcuts import render
from django.http import HttpResponseRedirect    # allows us to redirect the browser to a difference URL
from django.contrib import auth                 # checks username and password handles login and log outs
from django.core.context_processors import csrf # csrf - cross site request forgery. 

def login(request):
    c = {}
    c.update(csrf(request))
    return render('login.html', c)
</code></pre>
<p>This is what my template looks like:</p>
<pre><code>{% extends &quot;base.html&quot;%}

{% block content %}

    {% if form.errors %}
        &lt;p class = 'error'&gt;Sorry, that's not a valid username or password&lt;/p&gt;
    {% endif %}

    &lt;form action = '/accounts/auth/' method = 'post'&gt; {% csrf_token %}
        &lt;label for = 'username'&gt;User name: &lt;/label&gt;
        &lt;input type = 'text' name = 'username' value = '' id = 'username'&gt;
        &lt;label for = 'password'&gt;Password: &lt;/label&gt;
        &lt;input type = 'password' name = 'password' value = '' id = 'password'&gt;

        &lt;input type = 'submit' value = 'login'&gt;
    &lt;/form&gt;
{% endblock %}  
</code></pre>
<p>I assume I might be using <code>render()</code> incorrectly but in the docs I think I am putting in the correct parameters.</p>
<p><a href=""https://docs.djangoproject.com/en/dev/topics/http/shortcuts/"" rel=""nofollow noreferrer"">https://docs.djangoproject.com/en/dev/topics/http/shortcuts/</a></p>
",<python><django><django-views><django-templates><render>,9
What are the differences between Generics in C# and Java... and Templates in C++?,"<p>I mostly use Java and generics are relatively new. I keep reading that Java made the wrong decision or that .NET has better implementations etc. etc.</p>

<p>So, what are the main differences between C++, C#, Java in generics? Pros/cons of each?</p>
",<c#><java><c++><generics><templates>,203
calling init for multiple parent classes with super?,"<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""https://stackoverflow.com/questions/7903398/can-super-deal-with-multiple-inheritance"">Can Super deal with multiple inheritance?</a>  </p>
</blockquote>



<p>Python inheritance? I have a class structure (below), and want the child class to call the <code>__init__</code> of both parents. Is this possible to do in a 'super' way or is it just a terrible idea?</p>

<pre><code>class Parent1(object):
    def __init__(self):
        self.var1 = 1

class Parent2(object):
    def _init__(self):
        self.var2 = 2

class Child(Parent1, Parent2):
    def __init__(self):
        ## call __init__ of Parent1
        ## call __init__ of Parent2
        ## super(Child, self).__init__()
</code></pre>
",<python><multiple-inheritance><init><super><new-style-class>,23
Flask + SQLAlchemy adjacency list backref error,"<p>I have the following model:</p>

<pre><code>class Category(db.Model):
    __tablename__ = 'categories'

    id = db.Column(db.Integer, primary_key=True)
    parent_id = db.Column(db.Integer, db.ForeignKey(id), nullable=True)
    level = db.Column(db.SmallInteger)
    name = db.Column(db.String(200))
    children = db.relationship('Category', backref=backref('parent', remote_side=id))

    def __repr__(self):
        return '&lt;Category %r&gt;' % (self.name)
</code></pre>

<p>This doesn't seem to work. I always get the following error:</p>

<pre><code>NameError: name 'backref' is not defined
</code></pre>

<p>What am I doing wrong?</p>
",<python><orm><flask><sqlalchemy><flask-sqlalchemy>,5
generating two orthogonal vectors that are orthogonal to a particular direction,"<p>What is the simplest and most efficient ways in numpy to generate two orthonormal vectors a and b such that the cross product of the two vectors equals another unit vector k, which is already known?</p>

<p>I know there are infinitely many such pairs, and it doesn't matter to me which pairs I get as long as the conditions axb=k and a.b=0 are satisfied. </p>
",<arrays><numpy><vector><orthogonal><cross-product>,17
How new Identity Jump feature of Microsoft SQL Server 2012 handles the range of data type?,"<p>I thought it was a bug but after reading this article <a href=""http://www.codeproject.com/Tips/668042/SQL-Server-2012-Auto-Identity-Column-Value-Jump-Is"" rel=""noreferrer"">http://www.codeproject.com/Tips/668042/SQL-Server-2012-Auto-Identity-Column-Value-Jump-Is</a>, I found that it's a new feature of SQL Server 2012.</p>

<p>This feature increments your last identity column value by 1000(ints) for new rows(10000 for bigints) automatically.</p>

<p><a href=""https://i.stack.imgur.com/Yf6ty.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/Yf6ty.png"" alt=""enter image description here""></a></p>

<p>I am still trying the solution given in the article but I don't have any problem if this jump happens at client side. Because I am showing hashed version of IDs to client. It's his own demand not mine.</p>

<p>But I am wondering what if the values of these identity columns goes more than the range of the data type (int or bigint)? How it handles the range and size of the column?</p>
",<sql><sql-server><sql-server-2012><auto-increment><identity-column>,6
OutputCache VaryByContentEncodings gzip doesn't work,"<p>I've set the OutputCache to include 'VaryByContentEncodings=""gzip""' in my ASP.net ASPX page. I want the page to serve different css files, a gzipped if the browser support it and the regular non compressed if the browser doesn't support compression.</p>

<p>Example:</p>

<pre><code>&lt;%@ OutputCache Duration=""320"" VaryByParam=""none"" VaryByContentEncodings=""gzip""  %&gt;   
</code></pre>

<p>When I run the code I get the following error: </p>

<p><em>The 'varybycontentencodings' attribute is not supported by the 'outputcache' directive in a page.</em></p>

<p>I don't know what's the problem and why it doesn't work. Second, do you think that by serving different gzip/non-compressed CSS I'm doing the right thing. Just note that the files are served from Amazon S3, so I can't rely on IIS or .NET engine to return the compressed files automatically. That's why I want to serve to separate cached version of the page.</p>

<p>In this it seems to be ok, but it doesn't work (using ASP.NET 4.5):</p>

<p><a href=""http://msdn.microsoft.com/en-us/library/system.web.httpcachevarybycontentencodings.aspx"" rel=""noreferrer"">http://msdn.microsoft.com/en-us/library/system.web.httpcachevarybycontentencodings.aspx</a></p>

<p>Help would be greatly appreciated.</p>
",<c#><asp.net><caching><encoding><outputcache>,9
"d3 US state map with markers, zooming transform issues","<p>I've created a d3 map with US states, following this example:</p>

<p><a href=""http://bl.ocks.org/mbostock/4699541"" rel=""nofollow noreferrer"">http://bl.ocks.org/mbostock/4699541</a></p>

<p>and added markers following this SO question:</p>

<p><a href=""https://stackoverflow.com/questions/21397608/put-markers-to-a-map-generated-with-topojson-and-d3-js"">Put markers to a map generated with topoJSON and d3.js</a></p>

<p>The problem is that on zoom, the map markers stay in place.  I believe I need to translate them into a new position, but not sure how to make that happen.</p>

<p><a href=""https://i.stack.imgur.com/fEYN6.gif"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/fEYN6.gif"" alt=""enter image description here""></a></p>

<pre><code>var width = 900,
  height = 500,
  active = d3.select(null);

var projection = d3.geo.albersUsa()
  .scale(1000)
  .translate([width / 2, height / 2]);

var path = d3.geo.path()
  .projection(projection);

var svg = d3.select("".rebates"").append(""svg"")
  .attr(""width"", width)
  .attr(""height"", height);

svg.append(""rect"")
  .attr(""class"", ""background"")
  .attr(""width"", width)
  .attr(""height"", height)
  .on(""click"", reset);

var g = svg.append(""g"")
  .style(""stroke-width"", ""1.5px"");

d3.json(""/files/d3-geo/us.json"", function(error, us) {
  if (error) { throw error; }

  g.selectAll(""path"")
    .data(topojson.feature(us, us.objects.states).features)
    .enter().append(""path"")
    .attr(""d"", path)
    .attr(""class"", function(item) {
      return window.US_STATES[item.id].water_authorities &gt; 0 ? 'avail' : 'unavail';
    })
    .on(""click"", clicked);

  g.append(""path"")
    .datum(topojson.mesh(us, us.objects.states, function(a, b) { return a !== b; }))
    .attr(""class"", ""mesh"")
    .attr(""d"", path);
});

d3.json('/files/coordinates.json', function(error, coords) {
  if (error) { throw error; }

  svg.selectAll("".mark"")
    .data(coords)
    .enter()
    .append(""image"")
    .attr('class','mark')
    .attr('width', 20)
    .attr('height', 20)
    .attr(""xlink:href"",'assets/gmap_red.png')
    .attr(""transform"", function(d) {
      return ""translate("" + projection([d[1],d[0]]) + "")"";
    });
});

function clicked(d) {
  if (active.node() === this) { return reset(); }
  if (window.US_STATES[d.id].water_authorities === 0) { return; }

  active.classed(""active"", false);
  active = d3.select(this).classed(""active"", true);

  var bounds = path.bounds(d),
    dx = bounds[1][0] - bounds[0][0],
    dy = bounds[1][1] - bounds[0][1],
    x = (bounds[0][0] + bounds[1][0]) / 2,
    y = (bounds[0][1] + bounds[1][1]) / 2,
    scale = .9 / Math.max(dx / width, dy / height),
    translate = [width / 2 - scale * x, height / 2 - scale * y];

  g.transition()
    .duration(750)
    .style(""stroke-width"", 1.5 / scale + ""px"")
    .attr(""transform"", ""translate("" + translate + "")scale("" + scale + "")"");
}

function reset() {
  active.classed(""active"", false);
  active = d3.select(null);

  rebatesTable.clear().draw();

  g.transition()
    .duration(750)
    .style(""stroke-width"", ""1.5px"")
    .attr(""transform"", """");
}
</code></pre>
",<javascript><d3.js><mapping><geospatial><geo>,8
unable to allow static resources in spring security 3,"<p>I am unable to allow static resources(like js,css,images) in spring security 3.Below is my config file.</p>

<pre><code>&lt;beans xmlns=""http://www.springframework.org/schema/beans""
    xmlns:security=""http://www.springframework.org/schema/security""
    xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
    xsi:schemaLocation=""http://www.springframework.org/schema/beans 
              http://www.springframework.org/schema/beans/spring-beans-3.1.xsd
              http://www.springframework.org/schema/security 
              http://www.springframework.org/schema/security/spring-security-3.1.xsd""&gt;



    &lt;bean id=""authenticationEntryPoint""
        class=""org.springframework.security.web.authentication.LoginUrlAuthenticationEntryPoint""&gt;
        &lt;property name=""loginFormUrl"" value=""/login.htm"" /&gt;
    &lt;/bean&gt;

    &lt;security:http security=""none"" pattern=""/js/ajaxScript.js""/&gt;   
    &lt;security:http security=""none"" pattern=""/js/commonScript.js""/&gt;  

    &lt;bean class=""org.springframework.security.web.access.expression.DefaultWebSecurityExpressionHandler"" /&gt;

    &lt;security:http auto-config=""false"" entry-point-ref=""authenticationEntryPoint"" disable-url-rewriting=""true"" use-expressions=""true""&gt;

        &lt;security:custom-filter position=""FORM_LOGIN_FILTER""
            ref=""customAuthenticationProcessingFilter"" /&gt;

&lt;!--        &lt;security:intercept-url pattern=""/js/jquery.min.js"" access=""isAuthenticated()"" /&gt; --&gt;
&lt;!--        &lt;security:intercept-url pattern=""/js/**/**"" access=""permitAll"" /&gt;  --&gt;
        &lt;security:intercept-url pattern=""/displayAdminPage.htm"" access=""hasRole('ROLE_ADMIN')"" /&gt;
        &lt;security:access-denied-handler ref=""accessDeniedHandler"" /&gt;

    &lt;/security:http&gt;

    &lt;security:authentication-manager alias=""authenticationManager""&gt;
       &lt;security:authentication-provider user-service-ref=""customUserDetailService""&gt;
       &lt;/security:authentication-provider&gt;
    &lt;/security:authentication-manager&gt; 

    &lt;bean id=""customUserDetailService"" class=""com.qait.cdl.services.impl.UserSecurityServiceImpl""&gt;
        &lt;property name=""userDao"" ref=""userDao""/&gt;
       &lt;/bean&gt;

    &lt;bean id=""customAuthenticationProcessingFilter""
        class=""com.qait.cdl.services.impl.CustomAuthenticationProcessingFilter""&gt;
        &lt;property name=""authenticationManager"" ref=""authenticationManager"" /&gt;
    &lt;/bean&gt;

    &lt;bean id=""accessDeniedHandler""
        class=""org.springframework.security.web.access.AccessDeniedHandlerImpl""&gt;
        &lt;property name=""errorPage"" value=""/WEB-INF/jsp/customLoginForm/denied.jsp"" /&gt;
    &lt;/bean&gt;
&lt;/beans&gt; 
</code></pre>

<p>I don't know where I am wrong?I want all js,images,css must be bypass by spring security.JS files are present in webapp/js and webapp/js/commonScript folder.Images are present in webapp/images folder.</p>

<p>Below is my web.xml</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;
&lt;web-app xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
    xmlns=""http://java.sun.com/xml/ns/javaee"" xmlns:web=""http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd""
    xsi:schemaLocation=""http://java.sun.com/xml/ns/javaee http://java.sun.com/xml/ns/javaee/web-app_2_5.xsd""
    id=""WebApp_ID"" version=""2.5""&gt;
    &lt;display-name&gt;cdl&lt;/display-name&gt;
    &lt;servlet&gt;
        &lt;servlet-name&gt;dispatcher&lt;/servlet-name&gt;
        &lt;servlet-class&gt;org.springframework.web.servlet.DispatcherServlet&lt;/servlet-class&gt;
        &lt;load-on-startup&gt;1&lt;/load-on-startup&gt;
    &lt;/servlet&gt;
    &lt;servlet-mapping&gt;
        &lt;servlet-name&gt;dispatcher&lt;/servlet-name&gt;
        &lt;url-pattern&gt;/&lt;/url-pattern&gt;
    &lt;/servlet-mapping&gt;

    &lt;servlet&gt;
        &lt;servlet-name&gt;startUpServlet&lt;/servlet-name&gt;
        &lt;servlet-class&gt;com.qait.cdl.commons.startup.StartUpServlet&lt;/servlet-class&gt;
        &lt;load-on-startup&gt;2&lt;/load-on-startup&gt;
    &lt;/servlet&gt;
    &lt;servlet-mapping&gt;
        &lt;servlet-name&gt;startUpServlet&lt;/servlet-name&gt;
        &lt;url-pattern&gt;/startUpServlet.htm&lt;/url-pattern&gt;
    &lt;/servlet-mapping&gt;

    &lt;welcome-file-list&gt;
        &lt;welcome-file&gt;redirect.jsp&lt;/welcome-file&gt;
    &lt;/welcome-file-list&gt;

    &lt;context-param&gt;
        &lt;param-name&gt;CDL_ENV&lt;/param-name&gt;
        &lt;param-value&gt;staging&lt;/param-value&gt;
    &lt;/context-param&gt;

    &lt;listener&gt;
        &lt;listener-class&gt;com.qait.cdl.commons.startup.CdlContextListner&lt;/listener-class&gt;
    &lt;/listener&gt;

    &lt;!-- Session timeout --&gt;
    &lt;session-config&gt;
        &lt;session-timeout&gt;600&lt;/session-timeout&gt;
    &lt;/session-config&gt;

    &lt;filter&gt;
        &lt;filter-name&gt;springSecurityFilterChain&lt;/filter-name&gt;
        &lt;filter-class&gt;org.springframework.web.filter.DelegatingFilterProxy&lt;/filter-class&gt;
    &lt;/filter&gt;

    &lt;filter-mapping&gt;
        &lt;filter-name&gt;springSecurityFilterChain&lt;/filter-name&gt;
        &lt;url-pattern&gt;/*&lt;/url-pattern&gt;
    &lt;/filter-mapping&gt;

    &lt;listener&gt;
        &lt;listener-class&gt;org.springframework.web.context.ContextLoaderListener&lt;/listener-class&gt;
    &lt;/listener&gt;

    &lt;context-param&gt;
     &lt;param-name&gt;contextConfigLocation&lt;/param-name&gt;
     &lt;param-value&gt;
     WEB-INF/applicationContext.xml
&lt;!--      WEB-INF/SpringSecurityConfig.xml --&gt;
     WEB-INF/dispatcher-servlet.xml
     &lt;/param-value&gt;
    &lt;/context-param&gt;

&lt;/web-app&gt;
</code></pre>
",<javascript><css><image><spring-mvc><spring-security>,5
